Proposal,Beamline,Experiment start,Experiment end,User Affiliation,Department,Overall,Scientific support,Technical support,Beamline hardware,Beamline software,Machine operation,DUO,Experiment comments,Infrastructure comment,Overall comments,Remarks,Report submitted
20140196,I811,20/11/2014,24/11/2014,Lund University,Centre for Environmental and Climate Research,5,5,5,5,3,5,5,,,,,02/12/2014
20140273,I911-4,20/11/2014,21/11/2014,"Swedish University of Agricultural Sciences, Alnarp",Department of Agrosystems ,5,5,5,5,5,5,5,,,,,15/06/2015
0,MX,20/11/2014,21/11/2014,SARomics Biostructures AB,,3,3,3,3,3,3,4,,,,,04/12/2014
0,I311-XPS,21/01/2013,28/01/2013,Royal Institute of Technology (KTH),Department of Material Physics,4,5,5,4,4,4,3,runs like a dream. ,,,,04/02/2013
20120073,I511-3,21/01/2013,27/01/2013,Trinity College Dublin,School of Physics,3,5,5,3,5,5,5,X-ray emission spectrometer was not working due to faulty detector.,,X-ray emission spectrometer was not working due to faulty detector.,,28/01/2013
20120225,I3,21/01/2013,28/01/2013,University of Tartu,Institute of Physics,4,5,5,4,4,5,5,,,,,05/02/2013
20120094,I411,21/01/2013,28/01/2013,Universtiy of Turku,Department of Physics and Astronomy,4,5,5,5,4,5,5,,,,,20/06/2013
20110278,MX,21/01/2013,24/01/2013,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",0,0,0,0,0,0,0,,,,,01/02/2013
0,I311-XPS,21/01/2014,25/01/2014,Royal Institute of Technology (KTH),Department of Material Physics,5,4,4,4,4,4,4,,,,Everything is fine,06/03/2014
20110179,D1011,21/02/2012,27/02/2012,Dublin City University,School of Physical Sciences,5,5,5,5,5,5,5,Excellent technical and scientific support was provided throughout our beamtime. ,,The beamtime was successful. Data analysis is now in progress and at least one publication is expected from the results. An abstract based on the results obtained has been submitted to ECOSS-29. ,,01/04/2012
20110007,I311-XPS,21/02/2012,27/02/2012,Lund University,Department of Physics,5,5,5,5,5,5,5,,,Experiment was performed successfully.,,19/06/2012
20110041,I411,21/02/2012,27/02/2012,University of Oulu,Department of Physics,4,4,4,3,2,4,4,,,,,22/05/2012
20130026,MX,21/02/2014,24/02/2014,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",2,5,5,4,4,5,4,,,"Tested a lot of crystals from different initial & refined crysallization conditions at I911-3 (including soaking and cocrystallization experiments). Low grade of success, because we did not find the ligands bound.
",,25/02/2014
20130161,I3,21/02/2014,26/02/2014,Royal Institute of Technology (KTH),"AlbaNova, Section of Atomic and Molecular Physics",4,5,4,4,3,5,4,,,,,05/03/2014
20130317,I911-4,21/02/2014,24/02/2014,University of Coimbra,Department of Chemistry,5,5,5,5,5,5,5,,,,,04/03/2014
20130026,MX,21/02/2014,24/02/2014,Aarhus University,Department of Molecular Biology,4,4,4,4,4,4,0,,,,,25/02/2014
20110275,MX,21/03/2012,22/03/2012,"Swedish University of Agricultural Sciences, Uppsala",Department of Molecular Biology,3,3,3,1,3,4,4,"911-3 is OK. Robot is OK
911-2: problems to align crystals. Not possible to see small crystals. Software is not the user friendly on this beam line.",,,,30/03/2012
20110346,I911-4,21/03/2012,23/03/2012,Technical University of Denmark,Department of Chemistry,4,4,4,4,4,4,4,everything went well,,,,03/10/2012
20120326,I811,21/03/2013,25/03/2013,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",4,5,5,4,4,5,5,,,,,08/04/2013
20120306,I911-4,21/03/2013,25/03/2013,University of Copenhagen,Department of Pharmacy,4,5,5,4,4,5,5,,,,,26/03/2013
0,MX,21/03/2013,21/03/2013,SARomics Biostructures AB,,4,4,4,4,4,4,4,,,,,25/04/2013
0,MX,21/03/2013,21/03/2013,SARomics Biostructures AB,,4,4,4,4,4,4,5,,,,,04/04/2013
20130294,I811,21/03/2014,24/03/2014,Halmstad University,"School of Information Science, Computer and Electrical Engineering",5,5,5,5,5,5,5,,,,,01/04/2014
20120358,I911-4,21/04/2013,22/04/2013,University of Helsinki,Department of Physics,5,5,5,5,4,3,5,,,,,30/04/2013
20140191,I3,21/04/2015,27/04/2015,Chalmers University of Technology,Department of Applied Physics,3,4,5,4,4,5,5,,,"The supply of MBE samples was very limited, and the composition of the two sample that we received from the MBE operator was quite far from what we needed for the experiment. The limited supply was due to health problems of the MBE operator, the poor control of composition was because the MBE system had been opened shortly before our beam time.",,18/05/2015
20140430,I811,21/04/2015,23/04/2015,Linnaeus University,Department of Biology and Environmental Science,4,5,5,5,5,2,5,,,,,02/05/2015
20130012,MX,21/04/2015,22/04/2015,University of Copenhagen,Department of Drug Design and Pharmacology,4,5,5,3,4,3,5,,,,,23/04/2015
20110264,I4,21/05/2012,03/06/2012,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",4,5,5,4,4,5,0,LEED OF THE ARPES CHAMBER DID NOT WORK,,AZIMUTHAL ORIENTATION OF THE SAMPLE COULD NOT BE DONE USING THE LEED SINCE IT WAS NOT WORKING. ,,29/06/2012
20110322,I811,21/05/2012,25/05/2012,Haldor Topsøe A/S,,3,5,5,4,4,3,5,The electrons in the storage ring was lost at 2am. No refill was atempted before the morning refill. ,,,,06/06/2012
20110239,I3,21/05/2012,28/05/2012,University of Oulu,Department of Physics,4,4,4,4,4,4,3,,,,Less questions,08/06/2012
20110115,BL73,21/05/2012,28/05/2012,Vilnius University,Faculty of Physics,5,5,5,5,4,5,5,,,,,06/06/2012
20110044,I411,21/05/2012,27/05/2012,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,5,5,5,5,5,,,,,24/10/2012
20120351,I711,21/05/2013,24/05/2013,Uppsala University,Department of Chemistry - Ångström Laboratory,4,5,5,5,5,5,5,Francisco Martinez was really helpful and we got the technical help we needed. We were also able to borrow some equipment on relative short notice.,,I have not had time to look carefully at the data yet so I do not want to give the highest score but as far as I can tell everything went according to plan.,Francisco Martinez' name should be posted on his office door so it is easier to find him.,25/06/2013
20120110,D7,21/05/2013,27/05/2013,University of Oulu,Department of Medical Technology,1,4,4,3,3,1,4,"Unfortunately, we were not able to perform measurements using synchrotron radiation as there were some unidentified problems in the ring causing unstability to the beamline.",,,,04/06/2013
20120132,I411,21/05/2013,28/05/2013,University of Tartu,Institute of Physics,4,5,5,4,5,4,4,,,,,07/06/2013
20120132,I411,21/05/2013,27/05/2013,University of Tartu,Institute of Physics,4,4,4,3,3,5,5,,,,,03/06/2013
20120322,I811,21/05/2013,22/05/2013,Technical University of Denmark,Department of Chemistry,4,4,4,4,4,5,4,,,,,29/09/2013
20120322,I811,21/05/2013,22/05/2013,Technical University of Denmark,Department of Chemistry,3,4,3,2,2,4,3,,,,,30/05/2013
20120355,I911-4,21/05/2013,22/05/2013,Malmö University,Faculty of Health and Society,4,4,4,4,4,4,5,,,,,01/10/2013
20120355,I911-4,21/05/2013,22/05/2013,Malmö University,"Faculty of Health and Society, Biomedical Science",5,5,5,4,4,4,5,,,,,19/09/2013
20110271,MX,21/05/2013,22/05/2013,University of Copenhagen,Department of Chemistry,4,4,4,3,3,5,4,,,,,19/09/2013
20130349,I911-4,21/05/2014,22/05/2014,University of Copenhagen,Department of Drug Design and Pharmacology,3,5,5,3,2,4,5,"Although we were set to start up at 04 in the morning of 21 May (make use of remaining beamtime from group before us), we were not able to measure until ~16. 
We had problems with the following: 
Instrument control (as far as I understand, some of the code was missing), hole in air pipe, hole in water pipe, problems with wiggler, beamstop was not able to move horizontally, alignment script did not work well, problems with injection which was repeated. ",,"Unfortunately we had many problems during this beamtime, but the data that we did manage to get seems useful. ",,11/06/2014
20130349,I911-4,21/05/2014,22/05/2014,University of Copenhagen,Department of Drug Design and Pharmacology,2,5,5,2,2,2,5,We had a lot of troubles (software crashed with the group before us) and we lose 15 hours of our beamtime. Thank to the big help of Christopher Söderberg we managed to use at least 10 hours.,,We had a lot of troubles (software crashed with the group before us) and we lose 15 hours of our beamtime. Thank to the big help of Christopher Söderberg we managed to use at least 10 hours. We think that should be necessary to have a help support also during the night., We think that should be necessary to have a help support also during the night.,02/06/2014
20140447,I911-4,21/05/2015,27/05/2015,"University of Rome """"La Sapienza""""",Department of Chemistry,5,5,5,5,5,4,5,,,,,29/05/2015
20140455,I911-4,21/05/2015,22/05/2015,Malmö University,Faculty of Health and Society,4,4,4,4,4,4,4,,,,,12/10/2015
20110329,I811,21/06/2012,24/06/2012,Linnaeus University,Department of Biology and Environmental Science,3,5,5,3,5,2,5,,,"Because some problems in the wiggler setup was found, beamline I811 was shut down twice for more than 24 hours in total during my experiment. Moreover, the beam is sometime too unstable (very large vertical deviations)to be used. As the result of these problems, i did not managed to collect XAS data from all of my samples. ",,02/07/2012
20110267,MX,21/06/2012,22/06/2012,University of Copenhagen,Department of Drug Design and Pharmacology,2,5,5,2,3,3,5,,,We could have collected two more data sets (crystals were picked),,22/06/2012
20110296,I911-4,21/06/2012,25/06/2012,Lund University,"Department of Construction Sciences, Solid Mechanics",3,4,4,3,4,1,4,,,,,26/06/2012
20110272,MX,21/06/2013,22/06/2013,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",3,4,4,3,3,4,4,,,,,12/07/2013
20130012,MX,21/08/2014,22/08/2014,University of Copenhagen,Department of Drug Design and Pharmacology,0,0,0,0,0,0,0,,,,,23/09/2014
20120248,I711,21/09/2012,24/09/2012,Aarhus University,Department of Inorganic Chemistry,3,3,5,4,4,3,3,,,We lost quite a bit of beamtime due to an error in the ring Saturday night. ,,02/10/2012
20110271,MX,21/09/2012,22/09/2012,Technical University of Denmark,Department of Chemistry,4,3,4,3,4,4,4,,,,,03/10/2012
20130038,I911-4,21/09/2013,22/09/2013,Lund University,"Department of Chemistry, Physical Chemistry",4,5,5,4,4,3,5,,,,,12/12/2013
20130038,I911-4,21/09/2013,22/09/2013,Malmö University,Faculty of Health and Society,4,5,5,4,4,5,5,,,,,02/10/2013
20130038,I911-4,21/09/2013,22/09/2013,Malmö University,"Faculty of Health and Society, Biomedical Science",5,5,5,5,5,5,5,,,,,22/09/2013
20140130,D1011,21/09/2015,28/09/2015,University of Nottingham,School of Physics and Astronomy,5,5,5,5,4,5,5,,,,,29/12/2015
20140294,I411,21/09/2015,28/09/2015,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,4,4,4,4,5,5,,,,,05/10/2015
0,SPECIES-HPXPS,21/09/2015,28/09/2015,Lund University,"Department of Physics, Synchrotron Radiation Research",3,5,3,4,3,4,5,,,,,02/12/2015
20120155,I511-1,21/10/2012,30/10/2012,Royal Institute of Technology (KTH),Department of Material Physics,4,5,5,4,4,4,3,,,,,07/11/2012
20130188,I3,21/10/2013,28/10/2013,University of Tartu,Institute of Physics,5,5,5,4,5,4,5,"Everything was operating very good thanks to the MAX-LAB stuff and especially to I3 beamscientist. Only one remark to be done. The gratings, which can be used in the primary monochromator does not allow to perform measurement in the energy region from 10.5 to 16 eV, which is very important in study of insulators with wide bandgap. ",,,,08/11/2013
20130058,D1011,21/10/2013,29/10/2013,ESRF,,5,5,5,5,5,5,5,"Excellent conditions this time, nothing to be unhappy about.",,,,06/11/2013
0,I811,21/10/2013,28/10/2013,Haldor Topsøe A/S,,4,4,4,3,3,4,4,"Unfortunately we had an issue related to the rack controlling sample stage motors, which are located close to more vital motors in the monochromator etc. of i811. When turning motors off it is therefore very easy to cut the power to more vital parts of the setup. For this reason it is recommended to make precautions. One way to do this would be to make clear labeling like ""do not touch this button"".",,,,05/11/2013
20130223,I911-4,21/10/2013,28/10/2013,Lund University,"Department of Chemistry, Chemical Engineering",0,0,0,0,0,0,0,,,,,04/11/2013
20140019,I311-XPS,21/10/2014,27/10/2014,University of Nottingham,School of Physics and Astronomy,4,5,5,5,5,2,5,"MAX-II was running at reduced current, but then a leak in one of the cavities caused the beam to be lost on several occasions and from then on to run at a much reduced ring current.",,Despite interruptions to the beam and the reduced intensity we did manage to obtain a sufficiently large data-set in the final two days to gain some insight into the system we were studying.,,13/11/2014
20140448,I711,21/10/2015,23/10/2015,Lund University,MAX IV Laboratory,5,5,5,5,5,5,4,"The hardware and software of the beamline was very stable, despite some minor problems. The good quality of the data obtained justify the proposal!",,,,28/10/2015
0,I811,21/10/2015,22/10/2015,ESS Scandinavia,,5,5,5,4,4,4,5,,,,,01/11/2015
20120075,I811,21/11/2012,27/11/2012,Chalmers University of Technology,"Department of Chemical and Biological Engineering, Applied Surface Chemistry",5,5,5,5,5,5,5,All worked perfect to our needs,,,,19/03/2014
0,MX,21/11/2012,22/11/2012,SARomics Biostructures AB,,5,5,5,5,5,5,5,,,,Get a commercial user form at arrival!!,23/11/2012
0,MX,21/11/2012,21/11/2012,SARomics Biostructures AB,,4,4,4,4,4,4,4,,,,,26/11/2012
0,MX,21/11/2012,21/11/2012,SARomics Biostructures AB,,4,4,4,4,4,3,4,,,,,27/11/2012
20130012,MX,21/11/2013,22/11/2013,University of Copenhagen,Department of Drug Design and Pharmacology,3,5,5,2,5,5,5,"Beam down - 1.5 h lost
Robot failure - 7 h lost",,Had expected to be able to collect more than 2 data sets,,22/11/2013
20140187,I711,21/11/2014,23/11/2014,Universidad Nacional Autonoma de Mexico (UNAM),Materials Institute Research - Morelia,5,5,5,5,5,5,5,,,,,01/12/2014
20120094,I411,22/01/2013,29/01/2013,Universtiy of Turku,Department of Physics and Astronomy,5,4,4,4,3,4,4,,,,,19/02/2013
20130242,D7,22/01/2014,23/01/2014,Lund University,Department of Experimental Medical Science,4,5,5,5,5,5,5,,,,,10/03/2014
20140154,I3,22/02/2015,05/03/2015,University of Tartu,Institute of Physics,5,5,5,4,4,5,4,,,,,11/03/2015
20140154,I3,22/02/2015,05/03/2015,University of Tartu,Institute of Physics,4,4,5,3,2,5,5,,,,,12/03/2015
20120004,MX,22/03/2012,23/03/2012,University of Tromsø,Department of Chemistry,4,5,5,3,4,3,3,,,,,16/04/2012
20120331,I711,22/03/2013,25/03/2013,Umeå University,Department of Physics,5,5,5,5,5,5,5,,,,,01/04/2013
20120326,I811,22/03/2013,24/03/2013,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",4,4,5,4,4,4,4,,,,,01/04/2013
20110278,MX,22/03/2013,25/03/2013,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",4,4,4,4,4,4,4,,,,,25/03/2013
20110278,MX,22/03/2013,25/03/2013,Aarhus University,"Center for Structural Biology, Department of Molecular Biology",4,4,4,4,4,4,4,,,,,16/04/2013
0,I911-1,22/03/2015,23/03/2015,University of Copenhagen,Department of Drug Design and Pharmacology,5,5,5,5,5,5,5,,,,,31/03/2015
20120228,D1011,22/04/2013,29/04/2013,University of Reading,Department of Chemistry,2,5,5,4,3,4,5,,,"Our experiment was not successful, though this is not the fault of MAX-lab!",,10/05/2013
20110190,D1011,22/05/2012,28/05/2012,Tampere University of Technology,Department of Physics,5,5,5,5,5,4,5,"This was perhaps the most trouble-free beamtime ever. There were some issues with MAX II beam lifetime (24.5. and 25.5.), but other than that, everything worked perfectly.",,,,29/05/2012
20110330,I711,22/05/2012,25/05/2012,Universite Paris 13,LSPM-CNRS,2,4,4,2,3,3,4,,,Beamline hardware problems ,,03/06/2012
20110416,I1011,22/05/2012,28/05/2012,University of Tartu,Institute of Physics,5,4,5,4,4,5,5,,,,,19/10/2012
20120371,I911-4,22/05/2013,23/05/2013,Malmö University,"Faculty of Health and Society, Biomedical Science",4,5,5,3,4,4,4,The temperature control is slow and the temperature given by the temp bath does not perfectly match that measured in the sample stage,,Better through-put would be possible with a more efficient temp control,Better temp control!,11/07/2013
20120371,I911-4,22/05/2013,23/05/2013,Malmö University,Faculty of Health and Society,4,4,4,4,4,4,4,,,,,30/09/2013
20120248,I711,22/05/2014,25/05/2014,Aarhus University,Department of Chemistry,4,4,5,4,1,3,5,"The new SPEC software at the beam line did not work properly: the data collection stopped randomly and there was a pause of about 30 seconds between each diffractogram, resulting in a poor time resolution. Under use of the old software (from Wednesday morning on), the SPEC froze on Friday evening, which required a complete restart of the software and we only figured out how to reconnect to the Huber stage the next morning.
There was problems with the machine operation on friday and we did not have continous beam Friday between 12:00 and 21:00.",,"The beam line scientist Dörthe was very helpful and available. 
Furthermore we are grateful that it was possible to extend our beam time from Saturday morning to Monday morning.",,02/06/2014
20120248,I711,22/05/2014,26/05/2014,Helmholtz-Zentrum Geesthacht,,4,5,5,4,4,4,5,,,,,04/06/2014
20130077,MX,22/05/2014,24/05/2014,Swedish Defence Research Agency (FOI),CBRN Defence and Security,4,4,4,4,2,3,5,,,,,12/06/2014
20140447,I911-4,22/05/2015,25/05/2015,"University of Rome """"La Sapienza""""",Department of Chemistry,4,4,4,4,2,4,4,,,,,29/05/2015
0,I711,22/06/2012,23/06/2012,Technical University of Denmark,DTU-Energy Conversion,2,4,4,3,3,2,4,"We lost the beam after only 4-5 hours, and we didn't get it back during the evening/night.",,,,19/03/2013
20130129,MX,22/06/2015,23/06/2015,University of Copenhagen,Department of Neuroscience and Pharmacology,1,5,5,5,5,5,5,,,Test xtals unfortunately turn out to be salt.,,03/07/2015
0,I311-XPS,22/06/2015,23/06/2015,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,0,5,5,5,0,,,,,09/07/2015
20140246,I411,22/06/2015,30/06/2015,Jozef Stefan Institute,Low and Medium Energy Physics-F2,4,4,5,5,5,5,5,,,,,08/07/2015
20110275,MX,22/09/2012,24/09/2012,Uppsala University,Department of Cell and Molecular Biology,5,5,5,4,4,5,5,Optics connection lost with the beam storage. ,,,,01/10/2012
20110275,MX,22/09/2012,24/09/2012,"Swedish University of Agricultural Sciences, Uppsala",Department of Molecular Biology,0,4,3,4,4,4,4,,,,,23/11/2012
20130167,I411,22/09/2013,06/10/2013,Uppsala University,Department of Chemistry - Ångström Laboratory,4,4,4,4,4,3,5,,,,,14/10/2013
20140047,I4,22/09/2014,06/10/2014,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",5,5,5,4,5,5,5,,,,,14/10/2014
0,I311-XPS,22/09/2015,24/09/2015,Aarhus University,Department of Physics and Astronomy,5,5,5,5,5,5,5,,,,,02/10/2015
20120192,I911-4,22/10/2012,26/10/2012,Lund University,"Department of Construction Sciences, Solid Mechanics",4,4,4,4,4,4,4,The new detector at I911-4 really helped us collect data more rapidly. ,,,,05/11/2012
0,I4,22/10/2012,29/10/2012,Aarhus University,Department of Physics and Astronomy,5,5,5,5,5,5,5,,,,,09/11/2012
20130188,I3,22/10/2013,28/10/2013,University of Oulu,Department of Physics,3,2,2,3,4,5,5,,,,,13/11/2013
20130135,I411,22/10/2013,28/10/2013,Uppsala University,Department of Chemistry - Ångström Laboratory,4,4,3,3,4,5,4,,,,,05/11/2013
20130072,MX,22/10/2014,23/10/2014,Technical University of Denmark,Department of Chemistry,2,4,4,4,4,1,4,"very low intensity due to vacuum problems in the ring.
No injection after 8 pm - and we waited 3 hours before we knew.",,Everything else but the beam worked,,27/10/2014
20130072,MX,22/10/2014,23/10/2014,Technical University of Denmark,Department of Systems Biology,0,0,0,0,0,0,0,,,,,28/10/2014
20120115,I711,22/11/2012,27/11/2012,Technical University of Denmark,DTU-Energy Conversion,2,4,4,2,2,3,4,"The synchrotron was very stable during our beamtime. However, we had some issues at the beamline (with the beam):
 - The beam moved/drifted and we lost consequently intensity because the beam moved outside the slits. Thus, we had to optimize the beam every approx. second hour. Due to the shape and small size of our sample, this also changed the average sample-to-detector distance, which we had to correct for in the data integration.",,The limited success was mainly due to problems with the Li-air batteries.,,19/03/2013
20110280,MX,22/11/2012,24/11/2012,Swedish Defence Research Agency (FOI),CBRN Defence and Security,3,5,3,3,4,3,4,We had some problems with the beam and lost some experimetnal time.,,,,15/03/2013
20120246,I911-4,22/11/2012,26/11/2012,Karolinska Institutet,Department of Physiology and Pharmacology,5,4,5,4,4,5,4,,,,,20/03/2013
20130192,I711,22/11/2013,25/11/2013,Lund University,"Department of Physics, Synchrotron Radiation Research",4,5,5,4,4,4,5,,,,,03/12/2013
20110420,D1011,23/01/2012,29/01/2012,Karlstad University,Department of Physics,3,5,5,2,5,4,3,"PEY-NEXAFS spectra very noisy. Problem with the detector?
Actual voltage applied on PEY detector is different from what is shown on the display. Irreproducible applied voltage from experiment to experiment. ",,Unfortunately our PEY results will to late extend be unusable.,,26/02/2012
20110021,I311-XPS,23/01/2012,06/02/2012,Linköping University,"Department of Physics, Chemistry and Biology (IFM)",5,5,5,5,5,5,5,,,,,11/06/2013
20110034,I411,23/01/2012,30/01/2012,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",5,5,5,5,5,5,5,,,,,11/06/2012
20110272,MX,23/01/2013,23/01/2013,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",4,5,5,4,4,0,0,"The intensity was somewhat lower than normal, for a reason that beamline staff couldn't identify.",,,,11/02/2013
20120267,MX,23/01/2013,25/01/2013,Helmholtz Centre for Infection Research,Centre for Structural Systems Biology,5,5,5,3,4,5,5,"There was a vacuum problem, which caused us to have to move to I911-2 for the first day. The problem was fixed, and we got to use I911-3 the second day, and all was well. ",,"We got some very good data! 

I'm sorry, this report applies to the beamtime in June 2013, I didn't notice the date was from January...",,01/07/2013
20130354,I911-4,23/01/2014,27/01/2014,Lund University,"Department of Chemistry, Physical Chemistry",3,3,4,3,2,0,0,"The water bath didn't function and suddenly reached +70C instead of 37, which ruined a long experiment (we studied kinetics over days and had to restart) and valuable material. It is a pity that the basic things do not work, making it difficult to fully benefit from the advanced equipment (that did work)",,,,19/03/2014
20130242,D7,23/01/2014,24/01/2014,Lund University,Department of Experimental Medical Science,3,5,5,5,5,5,5,,,,,10/03/2014
20130242,D7,23/01/2014,23/01/2014,Vilnius University,Faculty of Physics,5,5,5,5,5,5,5,,,,,31/01/2014
20120392,I711,23/02/2013,25/02/2013,Uppsala University,Department of Chemistry - Ångström Laboratory,5,5,5,5,5,5,5,,,,,05/03/2013
20120392,I711,23/02/2013,25/02/2013,Uppsala University,Department of Chemistry - Ångström Laboratory,4,4,5,5,3,4,4,,,,,05/03/2013
20110278,MX,23/02/2013,25/02/2013,Aarhus University,Department of Molecular Biology,4,3,3,4,4,4,4,,,,,05/03/2013
20130067,I311-XPS,23/02/2014,03/03/2014,Technische Universität München,Department of Physics,4,4,4,4,5,5,5,,,,,07/03/2014
20140176,I4,23/02/2015,02/03/2015,University of St Andrews,School of Physics and Astronomy,3,3,3,3,3,3,4,"There was a gas experiment running on i3 at the same time as our beamtime. Whenever they changed their undulator this seemed to adversely affect the quality of the beam (lifetime, flux).
Many thanks to the beamline staff for several useful technical and scientific discussions.",,,,11/03/2015
20140279,D1011,23/02/2015,02/03/2015,Trinity College Dublin,School of Physics,4,4,4,3,3,4,5,,,,,10/03/2015
20140347,I311-XPS,23/02/2015,09/03/2015,Universität zu Köln,II. Physikalisches Institut,5,3,4,5,3,4,5,,,,,18/03/2015
20140433,I711,23/02/2015,02/03/2015,Helmholtz-Zentrum Geesthacht,Zentrum für Material- und Küstenforschung,5,5,5,5,5,4,5,,,,,19/03/2015
0,I811,23/02/2015,27/02/2015,Technical University of Denmark,Department of Chemistry,5,5,5,5,5,4,4,,,,,09/03/2015
20110110,D7,23/03/2012,03/04/2012,Lund University,"Department of Construction Sciences, Solid Mechanics",3,3,3,1,2,1,4,synchrotron light was not available  ,,,,11/04/2012
20120005,MX,23/03/2012,24/03/2012,University of Tromsø,Department of Chemistry,4,5,3,5,3,3,3,,,,,16/04/2012
0,Nuclear-Physics,23/03/2014,28/03/2014,Uppsala University,"Department of Physics and Astronomy, Nuclear Physics",0,5,5,4,4,4,5,,,,,05/04/2014
20140179,D1011,23/03/2015,30/03/2015,University of Padova,Department of Chemical Sciences,5,3,3,5,5,5,5,,,,,07/04/2015
20140312,I3,23/03/2015,30/03/2015,Polish Academy of Science,Institute of Physics,4,5,5,5,5,5,5,,,,,12/05/2015
20140031,I311-XPS,23/03/2015,30/03/2015,University of Manchester,School of Physics and Astronomy,5,5,5,4,5,5,5,,,,,07/04/2015
20120337,I711,23/04/2013,29/04/2013,Lund University,"Department of Physics, Synchrotron Radiation Research",3,3,3,3,3,3,3,Everything fine - nothing exceptional.,,,I don't want to fill in information such as dates and number of allocated hours that you have in your database already.,16/05/2013
20120097,I3,23/04/2013,29/04/2013,Universtiy of Turku,Department of Physics and Astronomy,3,4,4,4,4,4,5,,,,,07/05/2013
20120245,I911-4,23/04/2013,24/04/2013,"Swedish University of Agricultural Sciences, Alnarp",Department of Agrosystems ,4,4,4,3,4,3,4,,,,,03/05/2013
20110272,MX,23/04/2013,24/04/2013,Lund University,"Department of Chemistry, Biochemistry and Structural Biology",3,4,4,3,3,4,4,,,,,02/05/2013
20140273,I911-4,23/04/2015,24/04/2015,"Swedish University of Agricultural Sciences, Alnarp",Department of Agrosystems ,4,4,4,4,4,4,4,,,,Better sample preparation facility at the beam station.,13/06/2015
20140511,I711,23/04/2015,27/04/2015,Technical University of Denmark,DTU-Energy Conversion,4,5,5,4,4,3,4,,,,,11/05/2015
20140511,I711,23/04/2015,27/04/2015,Technical University of Denmark,DTU-Energy Conversion,4,4,0,0,0,0,4,,,,,05/06/2015
20140443,I811,23/04/2015,27/04/2015,University of Szeged,Department of Inorganic and Analytical Chemistry,5,5,5,5,5,5,5,,,,,05/05/2015
20140443,I811,23/04/2015,27/04/2015,University of Szeged,Department of Inorganic and Analytical Chemistry,5,5,5,5,5,5,5,,,,,06/05/2015
20140443,I811,23/04/2015,27/04/2015,University of Szeged,Department of Inorganic and Analytical Chemistry,5,5,5,5,5,5,5,,,,,06/05/2015
20140273,I911-4,23/04/2015,23/04/2015,"Swedish University of Agricultural Sciences, Alnarp",Department of Agrosystems ,5,5,5,0,0,4,5,,,,,04/05/2015
20140273,I911-4,23/04/2015,24/04/2015,"Swedish University of Agricultural Sciences, Alnarp",Department of Agrosystems ,5,5,5,5,5,5,5,,,,,15/06/2015
20130159,MX,23/04/2015,24/04/2015,"Swedish University of Agricultural Sciences, Uppsala",Department of Molecular Biology,4,3,3,3,4,3,4,,,,,27/04/2015
0,Nuclear-Physics,23/04/2015,02/05/2015,University of Glasgow,School of Physics and Astronomy,4,4,3,4,4,3,5,,,,,11/05/2015
0,Nuclear-Physics,23/04/2015,04/05/2015,George Washington University,Department of Physics,5,5,5,5,5,4,5,,,,,11/05/2015
20110337,I911-4,23/05/2012,24/05/2012,Lund University,"Department of Chemistry, Physical Chemistry",5,5,5,3,5,5,5,,,,,01/06/2012
20120149,MX,23/05/2013,25/05/2013,Jagiellonian University,"Faculty of Biochemistry, Biophysics and Biotechnology",4,5,5,4,4,5,5,,,"Production crystallizations yielded lower quality crystals than usual, lots of them diffracted poorly even on synchrotrone. ",,11/06/2013
20120149,MX,23/05/2013,25/05/2013,Jagiellonian University,Faculty of Chemistry,5,5,5,5,5,3,5,,,"We have collected high quality data, the staff was very friendly and helpful, I am very satisfied with work at MAX-LAB",,02/06/2013
20120330,I811,23/05/2013,27/05/2013,Linnaeus University,Department of Biology and Environmental Science,4,4,5,5,5,5,4,,,,,28/05/2013
20120248,I711,23/05/2014,25/05/2014,Aarhus University,Department of Chemistry,4,5,5,4,3,2,4,,,,,02/06/2014
20110267,MX,23/06/2012,24/06/2012,Carlsberg Laboratory,,4,4,4,4,4,4,4,,,,,03/07/2012
0,I311-XPS,23/06/2014,30/06/2014,Royal Institute of Technology (KTH),Department of Material Physics,4,4,4,4,4,4,4,,,,,03/07/2014
20130064,I411,23/06/2014,29/06/2014,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,4,4,4,4,4,5,,,,,08/07/2014
20130064,I411,23/06/2014,30/06/2014,Uppsala University,"Department of Physics and Astronomy, Molecular and Condensed Matter Physics",4,4,4,2,2,3,4,,,,,09/09/2014
